indicator_id,name,unit,visual_id,document_id
ind10023,unemployment_rate_euro_area_2024,percent,Fig10-23,dwr-24-10
ind10024,unemployment_rate_euro_area_2025,percent,Fig10-24,dwr-24-10
ind10025,gdp_growth_excluding_germany_2022,percent,Fig10-25,dwr-24-10
ind10026,gdp_growth_excluding_germany_2023,percent,Fig10-26,dwr-24-10
ind10027,gdp_growth_excluding_germany_2024,percent,Fig10-27,dwr-24-10
ind10028,gdp_growth_excluding_germany_2025,percent,Fig10-28,dwr-24-10
ind10029,consumer_price_index_excluding_germany_2022,percent,Fig10-29,dwr-24-10
ind10030,consumer_price_index_excluding_germany_2023,percent,Fig10-30,dwr-24-10
ind10031,consumer_price_index_excluding_germany_2024,percent,Fig10-31,dwr-24-10
ind10032,consumer_price_index_excluding_germany_2025,percent,Fig10-32,dwr-24-10
ind10033,unemployment_rate_excluding_germany_2022,percent,Fig10-33,dwr-24-10
ind10034,unemployment_rate_excluding_germany_2023,percent,Fig10-34,dwr-24-10
ind10035,unemployment_rate_excluding_germany_2024,percent,Fig10-35,dwr-24-10
ind10036,unemployment_rate_excluding_germany_2025,percent,Fig10-36,dwr-24-10
ind10037,gdp_growth_france_2022,percent,Fig10-37,dwr-24-10
ind10038,gdp_growth_france_2023,percent,Fig10-38,dwr-24-10
ind10039,gdp_growth_france_2024,percent,Fig10-39,dwr-24-10
ind10040,gdp_growth_france_2025,percent,Fig10-40,dwr-24-10
ind10041,consumer_price_index_france_2022,percent,Fig10-41,dwr-24-10
ind10042,consumer_price_index_france_2023,percent,Fig10-42,dwr-24-10
ind10043,consumer_price_index_france_2024,percent,Fig10-43,dwr-24-10
ind10044,consumer_price_index_france_2025,percent,Fig10-44,dwr-24-10
ind10045,unemployment_rate_france_2022,percent,Fig10-45,dwr-24-10
ind10046,unemployment_rate_france_2023,percent,Fig10-46,dwr-24-10
ind10047,unemployment_rate_france_2024,percent,Fig10-47,dwr-24-10
ind10048,unemployment_rate_france_2025,percent,Fig10-48,dwr-24-10
ind10049,gdp_growth_italy_2022,percent,Fig10-49,dwr-24-10
ind10050,gdp_growth_italy_2023,percent,Fig10-50,dwr-24-10
ind10051,gdp_growth_italy_2024,percent,Fig10-51,dwr-24-10
ind10052,gdp_growth_italy_2025,percent,Fig10-52,dwr-24-10
ind10053,consumer_price_index_italy_2022,percent,Fig10-53,dwr-24-10
ind10054,consumer_price_index_italy_2023,percent,Fig10-54,dwr-24-10
ind10055,consumer_price_index_italy_2024,percent,Fig10-55,dwr-24-10
ind10056,consumer_price_index_italy_2025,percent,Fig10-56,dwr-24-10
ind10057,unemployment_rate_italy_2022,percent,Fig10-57,dwr-24-10
ind10058,unemployment_rate_italy_2023,percent,Fig10-58,dwr-24-10
ind10059,unemployment_rate_italy_2024,percent,Fig10-59,dwr-24-10
ind10060,unemployment_rate_italy_2025,percent,Fig10-60,dwr-24-10
ind10061,gdp_growth_spain_2022,percent,Fig10-61,dwr-24-10
ind10062,gdp_growth_spain_2023,percent,Fig10-62,dwr-24-10
ind10063,gdp_growth_spain_2024,percent,Fig10-63,dwr-24-10
ind10064,gdp_growth_spain_2025,percent,Fig10-64,dwr-24-10
ind10065,consumer_price_index_spain_2022,percent,Fig10-65,dwr-24-10
ind10066,consumer_price_index_spain_2023,percent,Fig10-66,dwr-24-10
ind10067,consumer_price_index_spain_2024,percent,Fig10-67,dwr-24-10
ind10068,consumer_price_index_spain_2025,percent,Fig10-68,dwr-24-10
ind10069,unemployment_rate_spain_2022,percent,Fig10-69,dwr-24-10
ind10070,unemployment_rate_spain_2023,percent,Fig10-70,dwr-24-10
ind10071,unemployment_rate_spain_2024,percent,Fig10-71,dwr-24-10
ind10072,unemployment_rate_spain_2025,percent,Fig10-72,dwr-24-10
ind10073,gdp_growth_netherlands_2022,percent,Fig10-73,dwr-24-10
ind10074,gdp_growth_netherlands_2023,percent,Fig10-74,dwr-24-10
ind10075,gdp_growth_netherlands_2024,percent,Fig10-75,dwr-24-10
ind10076,gdp_growth_netherlands_2025,percent,Fig10-76,dwr-24-10
ind10077,consumer_price_index_netherlands_2022,percent,Fig10-77,dwr-24-10
ind10078,consumer_price_index_netherlands_2023,percent,Fig10-78,dwr-24-10
ind10079,consumer_price_index_netherlands_2024,percent,Fig10-79,dwr-24-10
ind10080,consumer_price_index_netherlands_2025,percent,Fig10-80,dwr-24-10
ind10081,unemployment_rate_netherlands_2022,percent,Fig10-81,dwr-24-10
ind10082,unemployment_rate_netherlands_2023,percent,Fig10-82,dwr-24-10
ind10083,unemployment_rate_netherlands_2024,percent,Fig10-83,dwr-24-10
ind10084,unemployment_rate_netherlands_2025,percent,Fig10-84,dwr-24-10
ind10085,gdp_growth_united_kingdom_2022,percent,Fig10-85,dwr-24-10
ind10086,gdp_growth_united_kingdom_2023,percent,Fig10-86,dwr-24-10
ind10087,gdp_growth_united_kingdom_2024,percent,Fig10-87,dwr-24-10
ind10088,gdp_growth_united_kingdom_2025,percent,Fig10-88,dwr-24-10
ind10089,consumer_price_index_united_kingdom_2022,percent,Fig10-89,dwr-24-10
ind10090,consumer_price_index_united_kingdom_2023,percent,Fig10-90,dwr-24-10
ind10091,consumer_price_index_united_kingdom_2024,percent,Fig10-91,dwr-24-10
ind10092,consumer_price_index_united_kingdom_2025,percent,Fig10-92,dwr-24-10
ind10093,unemployment_rate_united_kingdom_2022,percent,Fig10-93,dwr-24-10
ind10094,unemployment_rate_united_kingdom_2023,percent,Fig10-94,dwr-24-10
ind10095,unemployment_rate_united_kingdom_2024,percent,Fig10-95,dwr-24-10
ind10096,unemployment_rate_united_kingdom_2025,percent,Fig10-96,dwr-24-10
ind10097,gdp_growth_switzerland_2022,percent,Fig10-97,dwr-24-10
ind10098,gdp_growth_switzerland_2023,percent,Fig10-98,dwr-24-10
ind10099,gdp_growth_switzerland_2024,percent,Fig10-99,dwr-24-10
ind10100,gdp_growth_switzerland_2025,percent,Fig10-100,dwr-24-10
ind10101,consumer_price_index_switzerland_2022,percent,Fig10-101,dwr-24-10
ind10102,consumer_price_index_switzerland_2023,percent,Fig10-102,dwr-24-10
ind10103,consumer_price_index_switzerland_2024,percent,Fig10-103,dwr-24-10
ind10104,consumer_price_index_switzerland_2025,percent,Fig10-104,dwr-24-10
ind10105,unemployment_rate_switzerland_2022,percent,Fig10-105,dwr-24-10
ind10106,unemployment_rate_switzerland_2023,percent,Fig10-106,dwr-24-10
ind10107,unemployment_rate_switzerland_2024,percent,Fig10-107,dwr-24-10
ind10108,unemployment_rate_switzerland_2025,percent,Fig10-108,dwr-24-10
ind10109,gdp_growth_central_and_eastern_europe_2022,percent,Fig10-109,dwr-24-10
ind10110,gdp_growth_central_and_eastern_europe_2023,percent,Fig10-110,dwr-24-10
ind10111,gdp_growth_central_and_eastern_europe_2024,percent,Fig10-111,dwr-24-10
ind10112,gdp_growth_central_and_eastern_europe_2025,percent,Fig10-112,dwr-24-10
ind10113,consumer_price_index_central_and_eastern_europe_2022,percent,Fig10-113,dwr-24-10
ind10114,consumer_price_index_central_and_eastern_europe_2023,percent,Fig10-114,dwr-24-10
ind10115,consumer_price_index_central_and_eastern_europe_2024,percent,Fig10-115,dwr-24-10
ind10116,consumer_price_index_central_and_eastern_europe_2025,percent,Fig10-116,dwr-24-10
ind10117,unemployment_rate_central_and_eastern_europe_2022,percent,Fig10-117,dwr-24-10
ind10118,unemployment_rate_central_and_eastern_europe_2023,percent,Fig10-118,dwr-24-10
ind10119,unemployment_rate_central_and_eastern_europe_2024,percent,Fig10-119,dwr-24-10
ind10120,unemployment_rate_central_and_eastern_europe_2025,percent,Fig10-120,dwr-24-10
ind10121,gdp_growth_turkey_2022,percent,Fig10-121,dwr-24-10
ind10122,gdp_growth_turkey_2023,percent,Fig10-122,dwr-24-10
ind10123,gdp_growth_turkey_2024,percent,Fig10-123,dwr-24-10
ind10124,gdp_growth_turkey_2025,percent,Fig10-124,dwr-24-10
ind10125,consumer_price_index_turkey_2022,percent,Fig10-125,dwr-24-10
ind10126,consumer_price_index_turkey_2023,percent,Fig10-126,dwr-24-10
ind10127,consumer_price_index_turkey_2024,percent,Fig10-127,dwr-24-10
ind10128,consumer_price_index_turkey_2025,percent,Fig10-128,dwr-24-10
ind10129,unemployment_rate_turkey_2022,percent,Fig10-129,dwr-24-10
ind10130,unemployment_rate_turkey_2023,percent,Fig10-130,dwr-24-10
ind10131,unemployment_rate_turkey_2024,percent,Fig10-131,dwr-24-10
ind10132,unemployment_rate_turkey_2025,percent,Fig10-132,dwr-24-10
ind10133,gdp_growth_russia_2022,percent,Fig10-133,dwr-24-10
ind10134,gdp_growth_russia_2023,percent,Fig10-134,dwr-24-10
ind10135,gdp_growth_russia_2024,percent,Fig10-135,dwr-24-10
ind10136,gdp_growth_russia_2025,percent,Fig10-136,dwr-24-10
ind10137,consumer_price_index_russia_2022,percent,Fig10-137,dwr-24-10
ind10138,consumer_price_index_russia_2023,percent,Fig10-138,dwr-24-10
ind10139,consumer_price_index_russia_2024,percent,Fig10-139,dwr-24-10
ind10140,consumer_price_index_russia_2025,percent,Fig10-140,dwr-24-10
ind10141,unemployment_rate_russia_2022,percent,Fig10-141,dwr-24-10
ind10142,unemployment_rate_russia_2023,percent,Fig10-142,dwr-24-10
ind10143,unemployment_rate_russia_2024,percent,Fig10-143,dwr-24-10
ind10144,unemployment_rate_russia_2025,percent,Fig10-144,dwr-24-10
ind10145,gdp_growth_usa_2022,percent,Fig10-145,dwr-24-10
ind10146,gdp_growth_usa_2023,percent,Fig10-146,dwr-24-10
ind10147,gdp_growth_usa_2024,percent,Fig10-147,dwr-24-10
ind10148,gdp_growth_usa_2025,percent,Fig10-148,dwr-24-10
ind10149,consumer_price_index_usa_2022,percent,Fig10-149,dwr-24-10
ind10150,consumer_price_index_usa_2023,percent,Fig10-150,dwr-24-10
ind10151,consumer_price_index_usa_2024,percent,Fig10-151,dwr-24-10
ind10152,consumer_price_index_usa_2025,percent,Fig10-152,dwr-24-10
ind10153,unemployment_rate_usa_2022,percent,Fig10-153,dwr-24-10
ind10154,unemployment_rate_usa_2023,percent,Fig10-154,dwr-24-10
ind10155,unemployment_rate_usa_2024,percent,Fig10-155,dwr-24-10
ind10156,unemployment_rate_usa_2025,percent,Fig10-156,dwr-24-10
ind10157,gdp_growth_mexico_2022,percent,Fig10-157,dwr-24-10
ind10158,gdp_growth_mexico_2023,percent,Fig10-158,dwr-24-10
ind10159,gdp_growth_mexico_2024,percent,Fig10-159,dwr-24-10
ind10160,gdp_growth_mexico_2025,percent,Fig10-160,dwr-24-10
ind10161,consumer_price_index_mexico_2022,percent,Fig10-161,dwr-24-10
ind10162,consumer_price_index_mexico_2023,percent,Fig10-162,dwr-24-10
ind10163,consumer_price_index_mexico_2024,percent,Fig10-163,dwr-24-10
ind10164,consumer_price_index_mexico_2025,percent,Fig10-164,dwr-24-10
ind10165,unemployment_rate_mexico_2022,percent,Fig10-165,dwr-24-10
ind10166,unemployment_rate_mexico_2023,percent,Fig10-166,dwr-24-10
ind10167,unemployment_rate_mexico_2024,percent,Fig10-167,dwr-24-10
ind10168,unemployment_rate_mexico_2025,percent,Fig10-168,dwr-24-10
ind10169,gdp_growth_brazil_2022,percent,Fig10-169,dwr-24-10
ind10170,gdp_growth_brazil_2023,percent,Fig10-170,dwr-24-10
ind10171,gdp_growth_brazil_2024,percent,Fig10-171,dwr-24-10
ind10172,gdp_growth_brazil_2025,percent,Fig10-172,dwr-24-10
ind10173,consumer_price_index_brazil_2022,percent,Fig10-173,dwr-24-10
ind10174,consumer_price_index_brazil_2023,percent,Fig10-174,dwr-24-10
ind10175,consumer_price_index_brazil_2024,percent,Fig10-175,dwr-24-10
ind10176,consumer_price_index_brazil_2025,percent,Fig10-176,dwr-24-10
ind10177,unemployment_rate_brazil_2022,percent,Fig10-177,dwr-24-10
ind10178,unemployment_rate_brazil_2023,percent,Fig10-178,dwr-24-10
ind10179,unemployment_rate_brazil_2024,percent,Fig10-179,dwr-24-10
ind10180,unemployment_rate_brazil_2025,percent,Fig10-180,dwr-24-10
ind10181,gdp_growth_japan_2022,percent,Fig10-181,dwr-24-10
ind10182,gdp_growth_japan_2023,percent,Fig10-182,dwr-24-10
ind10183,gdp_growth_japan_2024,percent,Fig10-183,dwr-24-10
ind10184,gdp_growth_japan_2025,percent,Fig10-184,dwr-24-10
ind10185,consumer_price_index_japan_2022,percent,Fig10-185,dwr-24-10
ind10186,consumer_price_index_japan_2023,percent,Fig10-186,dwr-24-10
ind10187,consumer_price_index_japan_2024,percent,Fig10-187,dwr-24-10
ind10188,consumer_price_index_japan_2025,percent,Fig10-188,dwr-24-10
ind10189,unemployment_rate_japan_2022,percent,Fig10-189,dwr-24-10
ind10190,unemployment_rate_japan_2023,percent,Fig10-190,dwr-24-10
ind10191,unemployment_rate_japan_2024,percent,Fig10-191,dwr-24-10
ind10192,unemployment_rate_japan_2025,percent,Fig10-192,dwr-24-10
ind10193,gdp_growth_south_korea_2022,percent,Fig10-193,dwr-24-10
ind10194,gdp_growth_south_korea_2023,percent,Fig10-194,dwr-24-10
ind10195,gdp_growth_south_korea_2024,percent,Fig10-195,dwr-24-10
ind10196,gdp_growth_south_korea_2025,percent,Fig10-196,dwr-24-10
ind10197,consumer_price_index_south_korea_2022,percent,Fig10-197,dwr-24-10
ind10198,consumer_price_index_south_korea_2023,percent,Fig10-198,dwr-24-10
ind10199,consumer_price_index_south_korea_2024,percent,Fig10-199,dwr-24-10
ind10200,consumer_price_index_south_korea_2025,percent,Fig10-200,dwr-24-10
ind10201,unemployment_rate_south_korea_2022,percent,Fig10-201,dwr-24-10
ind10202,unemployment_rate_south_korea_2023,percent,Fig10-202,dwr-24-10
ind10203,unemployment_rate_south_korea_2024,percent,Fig10-203,dwr-24-10
ind10204,unemployment_rate_south_korea_2025,percent,Fig10-204,dwr-24-10
ind10205,gdp_growth_china_2022,percent,Fig10-205,dwr-24-10
ind10206,gdp_growth_china_2023,percent,Fig10-206,dwr-24-10
ind10207,gdp_growth_china_2024,percent,Fig10-207,dwr-24-10
ind10208,gdp_growth_china_2025,percent,Fig10-208,dwr-24-10
ind10209,consumer_price_index_china_2022,percent,Fig10-209,dwr-24-10
ind10210,consumer_price_index_china_2023,percent,Fig10-210,dwr-24-10
ind10211,consumer_price_index_china_2024,percent,Fig10-211,dwr-24-10
ind10212,consumer_price_index_china_2025,percent,Fig10-212,dwr-24-10
ind10213,unemployment_rate_china_2022,percent,Fig10-213,dwr-24-10
ind10214,unemployment_rate_china_2023,percent,Fig10-214,dwr-24-10
ind10215,unemployment_rate_china_2024,percent,Fig10-215,dwr-24-10
ind10216,unemployment_rate_china_2025,percent,Fig10-216,dwr-24-10
ind10217,gdp_growth_india_2022,percent,Fig10-217,dwr-24-10
ind10218,gdp_growth_india_2023,percent,Fig10-218,dwr-24-10
ind10219,gdp_growth_india_2024,percent,Fig10-219,dwr-24-10
ind10220,gdp_growth_india_2025,percent,Fig10-220,dwr-24-10
ind10221,consumer_price_index_india_2022,percent,Fig10-221,dwr-24-10
ind10222,consumer_price_index_india_2023,percent,Fig10-222,dwr-24-10
ind10223,consumer_price_index_india_2024,percent,Fig10-223,dwr-24-10
ind10224,consumer_price_index_india_2025,percent,Fig10-224,dwr-24-10
ind10225,unemployment_rate_india_2022,percent,Fig10-225,dwr-24-10
ind10226,unemployment_rate_india_2023,percent,Fig10-226,dwr-24-10
ind10227,unemployment_rate_india_2024,percent,Fig10-227,dwr-24-10
ind10228,unemployment_rate_india_2025,percent,Fig10-228,dwr-24-10
ind10229,gdp_growth_advanced_economies_2022,percent,Fig10-229,dwr-24-10
ind10230,gdp_growth_advanced_economies_2023,percent,Fig10-230,dwr-24-10
ind10231,gdp_growth_advanced_economies_2024,percent,Fig10-231,dwr-24-10
ind10232,gdp_growth_advanced_economies_2025,percent,Fig10-232,dwr-24-10
ind10233,consumer_price_index_advanced_economies_2022,percent,Fig10-233,dwr-24-10
ind10234,consumer_price_index_advanced_economies_2023,percent,Fig10-234,dwr-24-10
ind10235,consumer_price_index_advanced_economies_2024,percent,Fig10-235,dwr-24-10
ind10236,consumer_price_index_advanced_economies_2025,percent,Fig10-236,dwr-24-10
ind10237,unemployment_rate_advanced_economies_2022,percent,Fig10-237,dwr-24-10
ind10238,unemployment_rate_advanced_economies_2023,percent,Fig10-238,dwr-24-10
ind10239,unemployment_rate_advanced_economies_2024,percent,Fig10-239,dwr-24-10
ind10240,unemployment_rate_advanced_economies_2025,percent,Fig10-240,dwr-24-10
ind10241,gdp_growth_emerging_economies_2022,percent,Fig10-241,dwr-24-10
ind10242,gdp_growth_emerging_economies_2023,percent,Fig10-242,dwr-24-10
ind10243,gdp_growth_emerging_economies_2024,percent,Fig10-243,dwr-24-10
ind10244,gdp_growth_emerging_economies_2025,percent,Fig10-244,dwr-24-10
ind10245,consumer_price_index_emerging_economies_2022,percent,Fig10-245,dwr-24-10
ind10246,consumer_price_index_emerging_economies_2023,percent,Fig10-246,dwr-24-10
ind10247,consumer_price_index_emerging_economies_2024,percent,Fig10-247,dwr-24-10
ind10248,consumer_price_index_emerging_economies_2025,percent,Fig10-248,dwr-24-10
ind10249,unemployment_rate_emerging_economies_2022,percent,Fig10-249,dwr-24-10
ind10250,unemployment_rate_emerging_economies_2023,percent,Fig10-250,dwr-24-10
ind10251,unemployment_rate_emerging_economies_2024,percent,Fig10-251,dwr-24-10
ind10252,unemployment_rate_emerging_economies_2025,percent,Fig10-252,dwr-24-10
ind10253,gdp_growth_global_economy_2022,percent,Fig10-253,dwr-24-10
ind10254,gdp_growth_global_economy_2023,percent,Fig10-254,dwr-24-10
ind10255,gdp_growth_global_economy_2024,percent,Fig10-255,dwr-24-10
ind10256,gdp_growth_global_economy_2025,percent,Fig10-256,dwr-24-10
ind10257,consumer_price_index_global_economy_2022,percent,Fig10-257,dwr-24-10
ind10258,consumer_price_index_global_economy_2023,percent,Fig10-258,dwr-24-10
ind10259,consumer_price_index_global_economy_2024,percent,Fig10-259,dwr-24-10
ind10260,consumer_price_index_global_economy_2025,percent,Fig10-260,dwr-24-10
ind10261,unemployment_rate_global_economy_2022,percent,Fig10-261,dwr-24-10
ind10262,unemployment_rate_global_economy_2023,percent,Fig10-262,dwr-24-10
ind10263,unemployment_rate_global_economy_2024,percent,Fig10-263,dwr-24-10
ind10264,unemployment_rate_global_economy_2025,percent,Fig10-264,dwr-24-10
ind10265,gdp_growth_export_weighted_2022,percent,Fig10-265,dwr-24-10
ind10266,gdp_growth_export_weighted_2023,percent,Fig10-266,dwr-24-10
ind10267,gdp_growth_export_weighted_2024,percent,Fig10-267,dwr-24-10
ind10268,gdp_growth_export_weighted_2025,percent,Fig10-268,dwr-24-10
ind10269,gdp_growth_gdp_weighted_in_usd_2022,percent,Fig10-269,dwr-24-10
ind10270,gdp_growth_gdp_weighted_in_usd_2023,percent,Fig10-270,dwr-24-10
ind10271,gdp_growth_gdp_weighted_in_usd_2024,percent,Fig10-271,dwr-24-10
ind10272,gdp_growth_gdp_weighted_in_usd_2025,percent,Fig10-272,dwr-24-10
ind12001,limited_entitlements,percent,Fig12-01,dwr-24-12
ind12002,ehic_simplified_access,percent,Fig12-01,dwr-24-12
ind12003,asylum_entitlements,percent,Fig12-01,dwr-24-12
ind12004,waiting_entitlements,percent,Fig12-01,dwr-24-12
ind12005,waiting_time_age_17,days,Fig12-02,dwr-24-12
ind12006,waiting_time_age_30,days,Fig12-02,dwr-24-12
ind12007,waiting_time_age_50,days,Fig12-02,dwr-24-12
ind12008,waiting_time_gender_Male,days,Fig12-02,dwr-24-12
ind12009,waiting_time_gender_Female,days,Fig12-02,dwr-24-12
ind12010,waiting_time_education_Low,days,Fig12-02,dwr-24-12
ind12011,waiting_time_education_Medium,days,Fig12-02,dwr-24-12
ind12012,waiting_time_education_High,days,Fig12-02,dwr-24-12
ind12013,waiting_time_german skills_Low,days,Fig12-02,dwr-24-12
ind12014,waiting_time_german skills_Intermediate,days,Fig12-02,dwr-24-12
ind12015,waiting_time_german skills_High,days,Fig12-02,dwr-24-12
ind12016,add_waiting_age_17,days,Fig12-03,dwr-24-12
ind12017,add_waiting_age_30,days,Fig12-03,dwr-24-12
ind12018,add_waiting_age_50,days,Fig12-03,dwr-24-12
ind12019,add_waiting_gender_Male,days,Fig12-03,dwr-24-12
ind12020,add_waiting_gender_Female,days,Fig12-03,dwr-24-12
ind12021,add_waiting_education_Low,days,Fig12-03,dwr-24-12
ind12022,add_waiting_education_Medium,days,Fig12-03,dwr-24-12
ind12023,add_waiting_education_High,days,Fig12-03,dwr-24-12
ind12024,add_waiting_german skills_Low,days,Fig12-03,dwr-24-12
ind12025,add_waiting_german skills_Intermediate,days,Fig12-03,dwr-24-12
ind12026,add_waiting_german skills_High,days,Fig12-03,dwr-24-12
ind12027,no_ehic_region,percent,Fig12-04,dwr-24-12
ind12028,ehic_after_waiting,percent,Fig12-04,dwr-24-12
ind12029,ehic_before_waiting,percent,Fig12-04,dwr-24-12
ind24001,world_gdp_emerging_economies_qoq_growth,percent,Fig24-01,dwr-24-24
ind24002,world_gdp_advanced_economies_qoq_growth,percent,Fig24-01,dwr-24-24
ind24003,world_gdp_world_index_2015q1_100,percent,Fig24-01,dwr-24-24
ind24004,world_gdp_annual_growth_rate_percent,percent,Fig24-01,dwr-24-24
ind24005,germany_gdp_gdp_level_billions_eur,percent,Fig24-02,dwr-24-24
ind24006,germany_gdp_quarterly_growth_rate_percent,percent,Fig24-02,dwr-24-24
ind24007,germany_gdp_annual_growth_rate_percent,percent,Fig24-02,dwr-24-24
ind24008,advanced_economies_cpi,percent,Tab24-01b,dwr-24-24
ind24009,advanced_economies_gdp,percent,Tab24-01b,dwr-24-24
ind24010,advanced_economies_unemp,percent,Tab24-01b,dwr-24-24
ind24011,brazil_cpi,percent,Tab24-01b,dwr-24-24
ind24012,brazil_gdp,percent,Tab24-01b,dwr-24-24
ind24013,brazil_unemp,percent,Tab24-01b,dwr-24-24
ind24014,central_and_eastern_europe_cpi,percent,Tab24-01b,dwr-24-24
ind24015,central_and_eastern_europe_gdp,percent,Tab24-01b,dwr-24-24
ind24016,central_and_eastern_europe_unemp,percent,Tab24-01b,dwr-24-24
ind24017,china_cpi,percent,Tab24-01b,dwr-24-24
ind24018,china_gdp,percent,Tab24-01b,dwr-24-24
ind24019,china_unemp,percent,Tab24-01b,dwr-24-24
ind24020,emerging_economies_cpi,percent,Tab24-01b,dwr-24-24
ind24021,emerging_economies_gdp,percent,Tab24-01b,dwr-24-24
ind24022,emerging_economies_unemp,percent,Tab24-01b,dwr-24-24
ind24023,euro_area_cpi,percent,Tab24-01b,dwr-24-24
ind24024,euro_area_gdp,percent,Tab24-01b,dwr-24-24
ind24025,euro_area_unemp,percent,Tab24-01b,dwr-24-24
ind24026,european_union_cpi,percent,Tab24-01b,dwr-24-24
ind24027,european_union_gdp,percent,Tab24-01b,dwr-24-24
ind24028,european_union_unemp,percent,Tab24-01b,dwr-24-24
ind24029,export_weighted²_cpi,percent,Tab24-01b,dwr-24-24
ind24030,export_weighted²_gdp,percent,Tab24-01b,dwr-24-24
ind24031,export_weighted²_unemp,percent,Tab24-01b,dwr-24-24
ind24032,france_cpi,percent,Tab24-01b,dwr-24-24
ind24033,france_gdp,percent,Tab24-01b,dwr-24-24
ind24034,france_unemp,percent,Tab24-01b,dwr-24-24
ind24035,gdp_weighted_in_usd³_cpi,percent,Tab24-01b,dwr-24-24
ind24036,gdp_weighted_in_usd³_gdp,percent,Tab24-01b,dwr-24-24
ind24037,gdp_weighted_in_usd³_unemp,percent,Tab24-01b,dwr-24-24
ind24038,global_economy_cpi,percent,Tab24-01b,dwr-24-24
ind24039,global_economy_gdp,percent,Tab24-01b,dwr-24-24
ind24040,global_economy_unemp,percent,Tab24-01b,dwr-24-24
ind24041,india_cpi,percent,Tab24-01b,dwr-24-24
ind24042,india_gdp,percent,Tab24-01b,dwr-24-24
ind24043,india_unemp,percent,Tab24-01b,dwr-24-24
ind24044,italy_cpi,percent,Tab24-01b,dwr-24-24
ind24045,italy_gdp,percent,Tab24-01b,dwr-24-24
ind24046,italy_unemp,percent,Tab24-01b,dwr-24-24
ind24047,japan_cpi,percent,Tab24-01b,dwr-24-24
ind24048,japan_gdp,percent,Tab24-01b,dwr-24-24
ind24049,japan_unemp,percent,Tab24-01b,dwr-24-24
ind24050,mexico_cpi,percent,Tab24-01b,dwr-24-24
ind24051,mexico_gdp,percent,Tab24-01b,dwr-24-24
ind24052,mexico_unemp,percent,Tab24-01b,dwr-24-24
ind24053,netherlands_cpi,percent,Tab24-01b,dwr-24-24
ind24054,netherlands_gdp,percent,Tab24-01b,dwr-24-24
ind24055,netherlands_unemp,percent,Tab24-01b,dwr-24-24
ind24056,russia_cpi,percent,Tab24-01b,dwr-24-24
ind24057,russia_gdp,percent,Tab24-01b,dwr-24-24
ind24058,russia_unemp,percent,Tab24-01b,dwr-24-24
ind24059,south_korea_cpi,percent,Tab24-01b,dwr-24-24
ind24060,south_korea_gdp,percent,Tab24-01b,dwr-24-24
ind24061,south_korea_unemp,percent,Tab24-01b,dwr-24-24
ind24062,spain_cpi,percent,Tab24-01b,dwr-24-24
ind24063,spain_gdp,percent,Tab24-01b,dwr-24-24
ind24064,spain_unemp,percent,Tab24-01b,dwr-24-24
ind24065,switzerland_cpi,percent,Tab24-01b,dwr-24-24
ind24066,switzerland_gdp,percent,Tab24-01b,dwr-24-24
ind24067,switzerland_unemp,percent,Tab24-01b,dwr-24-24
ind24068,turkey_cpi,percent,Tab24-01b,dwr-24-24
ind24069,turkey_gdp,percent,Tab24-01b,dwr-24-24
ind24070,turkey_unemp,percent,Tab24-01b,dwr-24-24
ind24071,usa_cpi,percent,Tab24-01b,dwr-24-24
ind24072,usa_gdp,percent,Tab24-01b,dwr-24-24
ind24073,usa_unemp,percent,Tab24-01b,dwr-24-24
ind24074,united_kingdom_cpi,percent,Tab24-01b,dwr-24-24
ind24075,united_kingdom_gdp,percent,Tab24-01b,dwr-24-24
ind24076,united_kingdom_unemp,percent,Tab24-01b,dwr-24-24
ind24077,excluding_germany_cpi,percent,Tab24-01b,dwr-24-24
ind24078,excluding_germany_gdp,percent,Tab24-01b,dwr-24-24
ind24079,excluding_germany_unemp,percent,Tab24-01b,dwr-24-24
ind28001,asean_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28002,bangladesh_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28003,brazil_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28004,china_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28005,columbia_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28006,eu_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28007,georgia_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28008,hong_kong_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28009,indonesia_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28010,israel_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28011,japan_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28012,kazakhstan_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28013,lac_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28014,malaysia_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28015,mexico_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28016,mongolia_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28017,philippines_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28018,russia_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28019,rwanda_policy_embeddedness,index,Fig28-02,dwr-24-28
ind28020,singapore_policy_embeddedness,index,Fig28-02,dwr-24-28
